RecordID,CheckupDate,Weight,HealthStatus,AnimalID
2115,2022-11-23,365.72,Recovering,2115
2116,2021-07-13,426.05,Recovering,2116
2117,2026-02-14,20.16,Critical,2117
2118,2025-08-30,286.52,Under Observation,2118
2119,2025-08-05,137.42,Under Observation,2119
2120,2013-03-16,142.73,Critical,2120
2121,2025-10-27,55.72,Critical,2121
2122,2014-04-11,435.25,Sick,2122
2123,2025-02-09,124.15,Under Observation,2123
2124,2022-11-24,458.78,Healthy,2124
2125,2024-09-13,84.22,Sick,2125
2126,2025-10-15,464.38,Recovering,2126
2127,2023-07-13,17.31,Sick,2127
2128,2022-09-08,51.39,Recovering,2128
2129,2022-05-14,166.02,Critical,2129
2130,2022-11-11,442.88,Recovering,2130
2131,2016-04-05,440.46,Healthy,2131
2132,2019-12-23,294.87,Under Observation,2132
2133,2023-01-28,260.81,Sick,2133
2134,2025-12-12,246.43,Sick,2134
2135,2012-03-10,365.15,Critical,2135
2136,2017-01-30,311.51,Sick,2136
2137,2018-11-24,484.67,Sick,2137
2138,2016-04-07,395.05,Under Observation,2138
2139,2019-06-15,341.26,Recovering,2139
2140,2025-01-19,455.23,Healthy,2140
2141,2023-06-19,277.8,Recovering,2141
2142,2023-09-03,371.95,Critical,2142
2143,2018-03-21,247.9,Under Observation,2143
2144,2025-01-30,337.28,Critical,2144
2145,2023-06-02,41.24,Recovering,2145
2146,2012-10-15,182.36,Sick,2146
2147,2024-11-15,479.28,Recovering,2147
2148,2024-06-23,160.13,Under Observation,2148
2149,2025-12-19,7.29,Critical,2149
2150,2025-03-22,448.6,Healthy,2150
2151,2017-01-14,111.33,Critical,2151
2152,2025-09-18,403.34,Recovering,2152
2153,2023-12-31,315.48,Critical,2153
2154,2020-05-28,275.14,Under Observation,2154
2155,2021-03-20,460.42,Sick,2155
2156,2022-03-26,225.01,Critical,2156
2157,2026-03-05,71.47,Healthy,2157
2158,2024-06-09,395.02,Sick,2158
2159,2023-10-28,268.88,Sick,2159
2160,2026-01-07,475.19,Critical,2160
2161,2023-07-27,240.17,Under Observation,2161
2162,2024-10-20,45.66,Under Observation,2162
2163,2022-09-02,137.05,Healthy,2163
2164,2013-07-02,494.04,Recovering,2164
2165,2021-11-03,460.68,Sick,2165
2166,2016-03-19,469.95,Under Observation,2166
2167,2020-08-01,245.45,Sick,2167
2168,2024-05-21,216.89,Under Observation,2168
2169,2016-09-09,415.04,Sick,2169
2170,2022-09-26,485.26,Critical,2170
2171,2019-12-22,302.57,Sick,2171
2172,2019-07-26,371.41,Under Observation,2172
2173,2021-02-10,108.74,Critical,2173
2174,2024-04-04,134.23,Critical,2174
2175,2024-06-20,301.88,Recovering,2175
2176,2024-11-23,418.08,Under Observation,2176
2177,2019-09-15,110.61,Under Observation,2177
2178,2020-11-25,194.3,Healthy,2178
2179,2020-04-11,138.42,Sick,2179
2180,2016-06-08,119.91,Under Observation,2180
2181,2024-09-21,182.09,Under Observation,2181
2182,2024-10-08,165.69,Under Observation,2182
2183,2013-09-29,85.8,Critical,2183
2184,2024-05-31,303.89,Under Observation,2184
2185,2016-01-07,19.66,Critical,2185
2186,2019-09-13,107.12,Sick,2186
2187,2025-09-19,435.86,Recovering,2187
2188,2024-12-07,438.63,Under Observation,2188
2189,2023-03-23,324.04,Sick,2189
2190,2018-05-31,321.81,Healthy,2190
2191,2021-06-06,488.7,Healthy,2191
2192,2016-07-13,472.27,Sick,2192
2193,2015-01-22,172.75,Recovering,2193
2194,2019-04-17,200.52,Sick,2194
2195,2023-07-03,492.05,Under Observation,2195
2196,2012-04-08,189.32,Sick,2196
2197,2023-12-08,24.01,Recovering,2197
2198,2023-04-13,455.36,Under Observation,2198
2199,2024-10-02,473.61,Recovering,2199
2200,2018-07-03,189.44,Healthy,2200
2201,2026-02-12,76.48,Sick,2201
2202,2019-05-28,383.47,Sick,2202
2203,2014-04-23,28.31,Recovering,2203
2204,2020-10-02,123.91,Critical,2204
2205,2024-10-18,224.85,Recovering,2205
2206,2024-09-30,36.96,Recovering,2206
2207,2026-01-24,415.42,Under Observation,2207
2208,2021-08-29,394.66,Sick,2208
2209,2025-03-29,467.85,Under Observation,2209
2210,2023-02-17,306.52,Sick,2210
2211,2025-01-24,23.4,Sick,2211
2212,2021-07-22,360.57,Recovering,2212
2213,2016-11-27,273.63,Under Observation,2213
2214,2023-06-30,68.66,Critical,2214
2215,2017-12-13,105.03,Under Observation,2215
2216,2024-12-29,356.01,Critical,2216
2217,2012-11-21,126.64,Under Observation,2217
2218,2023-05-20,130.4,Healthy,2218
2219,2022-08-13,285.12,Healthy,2219
2220,2021-02-05,252.14,Healthy,2220
2221,2016-10-01,37.54,Critical,2221
2222,2018-11-24,382.9,Sick,2222
2223,2024-11-19,371.76,Under Observation,2223
2224,2023-01-15,235.64,Sick,2224
2225,2024-07-02,44.01,Healthy,2225
2226,2024-08-29,149.39,Critical,2226
2227,2020-12-05,70.33,Healthy,2227
2228,2025-07-28,444.83,Sick,2228
2229,2023-09-06,175.58,Sick,2229
2230,2024-05-01,202.2,Critical,2230
2231,2025-10-25,305.27,Critical,2231
2232,2024-12-22,456.91,Sick,2232
2233,2013-08-30,470.71,Under Observation,2233
2234,2024-04-16,53.44,Healthy,2234
2235,2023-09-29,110.19,Recovering,2235
2236,2022-04-16,167.0,Critical,2236
2237,2023-05-22,82.16,Recovering,2237
2238,2019-01-11,367.42,Under Observation,2238
2239,2021-01-12,79.69,Recovering,2239
2240,2020-03-08,24.71,Healthy,2240
2241,2023-01-20,289.63,Critical,2241
2242,2024-04-24,210.79,Sick,2242
2243,2023-05-04,459.77,Sick,2243
2244,2025-08-20,449.2,Under Observation,2244
2245,2015-12-28,496.12,Under Observation,2245
2246,2020-11-22,18.52,Critical,2246
2247,2025-03-07,154.23,Healthy,2247
2248,2025-03-05,382.02,Sick,2248
2249,2018-12-21,99.6,Sick,2249
2250,2022-09-12,490.94,Healthy,2250
2251,2023-08-08,191.62,Critical,2251
2252,2019-01-11,409.74,Sick,2252
2253,2024-07-20,401.25,Healthy,2253
2254,2014-05-28,88.85,Healthy,2254
2255,2022-04-29,52.86,Healthy,2255
2256,2024-03-13,174.2,Healthy,2256
2257,2024-11-06,335.86,Critical,2257
2258,2024-10-20,203.74,Critical,2258
2259,2024-07-06,355.52,Healthy,2259
2260,2019-05-22,172.04,Under Observation,2260
2261,2018-05-15,338.34,Under Observation,2261
2262,2026-03-01,65.5,Recovering,2262
2263,2021-03-22,140.39,Under Observation,2263
2264,2024-08-31,98.37,Under Observation,2264
2265,2024-03-05,402.11,Healthy,2265
2266,2016-12-09,343.56,Critical,2266
2267,2019-07-15,208.74,Healthy,2267
2268,2025-04-23,195.86,Sick,2268
2269,2017-10-24,391.11,Under Observation,2269
2270,2019-05-25,99.66,Sick,2270
2271,2023-10-09,451.33,Critical,2271
2272,2017-09-27,376.7,Sick,2272
2273,2021-12-09,98.63,Healthy,2273
2274,2019-07-27,350.02,Recovering,2274
2275,2025-02-14,202.25,Critical,2275
2276,2019-01-13,422.73,Sick,2276
2277,2016-03-16,99.08,Sick,2277
2278,2015-06-15,12.94,Healthy,2278
2279,2024-12-26,174.15,Healthy,2279
2280,2021-03-11,443.49,Recovering,2280
2281,2021-06-27,253.27,Healthy,2281
2282,2023-09-08,169.19,Recovering,2282
2283,2021-02-27,465.06,Sick,2283
2284,2021-03-13,201.9,Under Observation,2284
2285,2025-12-06,316.94,Critical,2285
2286,2023-07-19,443.99,Sick,2286
2287,2019-09-05,135.99,Recovering,2287
2288,2024-03-31,85.08,Healthy,2288
2289,2019-12-31,440.95,Healthy,2289
2290,2025-08-24,15.58,Recovering,2290
2291,2017-06-17,483.64,Recovering,2291
2292,2016-03-06,401.05,Under Observation,2292
2293,2019-12-28,425.31,Under Observation,2293
2294,2013-02-28,140.95,Sick,2294
2295,2014-03-10,386.12,Under Observation,2295
2296,2025-03-10,234.23,Under Observation,2296
2297,2022-06-26,412.98,Recovering,2297
2298,2023-07-25,305.46,Sick,2298
2299,2016-11-07,153.5,Healthy,2299
2300,2020-04-17,21.18,Under Observation,2300
2301,2016-01-11,45.41,Sick,2301
2302,2024-12-23,419.58,Sick,2302
2303,2020-11-21,88.44,Recovering,2303
2304,2025-04-21,228.71,Recovering,2304
2305,2017-04-23,151.41,Healthy,2305
2306,2023-11-14,172.32,Critical,2306
2307,2023-10-03,47.89,Healthy,2307
2308,2019-09-03,124.54,Healthy,2308
2309,2021-11-10,182.94,Under Observation,2309
2310,2019-04-13,309.66,Sick,2310
2311,2015-02-11,496.26,Critical,2311
2312,2024-07-16,238.91,Under Observation,2312
2313,2021-09-24,135.62,Critical,2313
2314,2024-10-20,56.67,Recovering,2314
2315,2014-10-28,169.77,Healthy,2315
2316,2021-09-03,170.94,Healthy,2316
2317,2023-09-01,308.13,Critical,2317
2318,2025-06-01,36.6,Under Observation,2318
2319,2017-07-03,307.42,Healthy,2319
2320,2023-10-16,386.08,Sick,2320
2321,2024-06-20,67.34,Under Observation,2321
2322,2022-08-13,95.41,Critical,2322
2323,2024-08-29,411.02,Sick,2323
2324,2024-11-14,428.34,Sick,2324
2325,2025-11-17,185.81,Healthy,2325
2326,2024-04-28,269.4,Under Observation,2326
2327,2020-11-21,266.4,Critical,2327
2328,2022-07-01,91.5,Critical,2328
2329,2014-03-06,15.51,Sick,2329
2330,2024-11-09,213.03,Recovering,2330
2331,2024-03-23,262.01,Critical,2331
2332,2021-08-13,17.67,Critical,2332
2333,2012-07-16,74.58,Sick,2333
2334,2025-09-18,185.91,Under Observation,2334
2335,2020-06-22,365.56,Critical,2335
2336,2020-08-18,182.84,Sick,2336
2337,2024-03-06,316.31,Under Observation,2337
2338,2023-03-30,213.01,Recovering,2338
2339,2025-08-11,179.85,Sick,2339
2340,2023-04-07,142.67,Healthy,2340
2341,2024-09-03,290.01,Recovering,2341
2342,2020-12-29,292.4,Recovering,2342
2343,2023-12-31,382.59,Healthy,2343
2344,2020-01-02,402.97,Critical,2344
2345,2023-02-19,78.31,Under Observation,2345
2346,2025-03-15,102.83,Healthy,2346
2347,2025-10-19,493.84,Critical,2347
2348,2022-06-15,207.2,Sick,2348
2349,2025-02-18,292.74,Sick,2349
2350,2026-03-13,107.43,Under Observation,2350
2351,2019-10-02,280.55,Recovering,2351
2352,2020-09-24,297.61,Recovering,2352
2353,2020-08-13,42.96,Critical,2353
2354,2015-01-29,40.47,Healthy,2354
2355,2025-07-02,282.73,Recovering,2355
2356,2020-04-16,420.75,Healthy,2356
2357,2024-03-02,384.64,Critical,2357
2358,2020-12-15,233.18,Healthy,2358
2359,2023-06-22,163.95,Healthy,2359
2360,2025-07-01,107.98,Healthy,2360
2361,2023-01-19,83.44,Healthy,2361
2362,2024-08-13,101.48,Critical,2362
2363,2014-05-27,106.67,Critical,2363
2364,2020-12-09,454.47,Under Observation,2364
2365,2016-02-28,170.96,Healthy,2365
2366,2020-06-26,128.66,Critical,2366
2367,2017-12-29,464.21,Sick,2367
2368,2021-11-06,327.37,Under Observation,2368
2369,2021-07-12,485.3,Critical,2369
2370,2021-04-28,293.47,Recovering,2370
2371,2025-03-24,455.7,Under Observation,2371
2372,2016-04-10,205.28,Healthy,2372
2373,2019-02-05,245.67,Critical,2373
2374,2025-07-16,183.68,Healthy,2374
2375,2019-08-26,315.47,Critical,2375
2376,2015-12-05,338.88,Critical,2376
2377,2023-09-21,25.14,Recovering,2377
2378,2022-02-27,376.78,Critical,2378
2379,2019-03-07,214.06,Critical,2379
2380,2022-03-12,104.19,Under Observation,2380
2381,2016-08-20,35.8,Healthy,2381
2382,2025-06-03,284.33,Under Observation,2382
2383,2025-05-29,258.43,Recovering,2383
2384,2023-10-07,188.61,Sick,2384
2385,2012-08-13,394.81,Healthy,2385
2386,2022-12-04,421.79,Under Observation,2386
2387,2015-08-26,139.36,Under Observation,2387
2388,2022-09-02,242.14,Under Observation,2388
2389,2022-02-24,391.99,Critical,2389
2390,2024-10-26,13.41,Under Observation,2390
2391,2024-07-26,366.11,Under Observation,2391
2392,2016-08-16,327.73,Critical,2392
2393,2020-12-13,8.87,Under Observation,2393
2394,2014-06-02,72.69,Critical,2394
2395,2014-06-15,29.79,Sick,2395
2396,2019-04-28,380.86,Under Observation,2396
2397,2023-09-03,267.97,Sick,2397
2398,2024-11-05,335.68,Sick,2398
2399,2020-09-03,143.96,Under Observation,2399
2400,2024-08-13,450.63,Critical,2400
2401,2022-08-30,484.36,Recovering,2401
2402,2023-03-27,33.49,Healthy,2402
2403,2025-07-03,485.0,Sick,2403
2404,2025-04-21,399.88,Critical,2404
2405,2024-09-03,387.44,Recovering,2405
2406,2022-10-31,486.88,Critical,2406
2407,2019-10-25,303.12,Under Observation,2407
2408,2023-12-30,214.65,Recovering,2408
2409,2024-11-09,183.98,Sick,2409
2410,2024-04-05,300.53,Sick,2410
2411,2018-05-02,275.9,Critical,2411
2412,2025-02-23,79.46,Recovering,2412
2413,2024-07-18,163.48,Critical,2413
2414,2025-06-17,104.43,Sick,2414
2415,2023-03-30,119.84,Healthy,2415
2416,2025-05-29,134.83,Sick,2416
2417,2024-04-13,402.47,Recovering,2417
2418,2026-02-16,224.71,Under Observation,2418
2419,2022-09-21,240.48,Critical,2419
2420,2021-08-23,196.51,Under Observation,2420
2421,2014-04-22,22.21,Healthy,2421
2422,2020-10-09,346.93,Recovering,2422
2423,2019-11-28,373.98,Healthy,2423
2424,2023-08-27,30.15,Under Observation,2424
2425,2024-09-24,388.87,Sick,2425
2426,2025-10-31,402.47,Critical,2426
2427,2025-07-29,471.83,Healthy,2427
2428,2023-05-20,360.01,Sick,2428
2429,2022-01-31,131.89,Recovering,2429
2430,2024-05-31,10.63,Healthy,2430
2431,2022-04-02,396.76,Recovering,2431
2432,2020-07-01,98.59,Sick,2432
2433,2019-06-29,266.68,Critical,2433
2434,2017-07-12,258.55,Healthy,2434
2435,2025-10-04,294.83,Sick,2435
2436,2024-02-10,407.38,Critical,2436
2437,2025-10-10,157.04,Critical,2437
2438,2024-05-18,396.53,Healthy,2438
2439,2019-02-11,401.1,Healthy,2439
2440,2016-02-01,172.82,Healthy,2440
2441,2023-05-19,471.59,Healthy,2441
2442,2023-02-05,464.35,Recovering,2442
2443,2018-02-23,147.26,Critical,2443
2444,2024-07-19,454.32,Under Observation,2444
2445,2025-04-20,479.55,Recovering,2445
2446,2017-09-20,362.75,Sick,2446
2447,2024-01-06,238.66,Under Observation,2447
2448,2018-12-28,176.05,Critical,2448
2449,2016-09-30,22.47,Critical,2449
2450,2017-11-21,218.5,Healthy,2450
2451,2024-02-12,351.07,Recovering,2451
2452,2023-12-18,381.86,Critical,2452
2453,2025-03-20,256.41,Critical,2453
2454,2015-05-25,177.38,Sick,2454
2455,2017-02-13,433.61,Critical,2455
2456,2025-02-17,138.06,Recovering,2456
2457,2015-06-12,193.88,Sick,2457
2458,2019-01-25,104.72,Recovering,2458
2459,2020-02-01,349.35,Healthy,2459
2460,2025-11-21,448.57,Sick,2460
2461,2021-02-24,187.44,Healthy,2461
2462,2024-03-24,101.23,Under Observation,2462
2463,2025-04-20,108.7,Critical,2463
2464,2015-05-26,386.98,Sick,2464
2465,2016-03-18,408.55,Critical,2465
2466,2021-07-24,364.69,Sick,2466
2467,2025-11-30,470.2,Sick,2467
2468,2019-06-17,242.5,Healthy,2468
2469,2024-09-15,122.01,Recovering,2469
2470,2025-05-22,412.86,Recovering,2470
2471,2015-06-23,362.96,Sick,2471
2472,2019-11-24,238.68,Critical,2472
2473,2019-11-09,435.97,Under Observation,2473
2474,2025-04-09,499.9,Critical,2474
2475,2016-03-28,205.3,Healthy,2475
2476,2021-04-17,41.45,Sick,2476
2477,2025-05-11,93.56,Recovering,2477
2478,2024-12-05,342.71,Sick,2478
2479,2024-08-08,141.52,Critical,2479
2480,2023-07-24,185.47,Healthy,2480
2481,2016-12-06,419.23,Sick,2481
2482,2023-12-25,238.76,Healthy,2482
2483,2024-11-17,208.88,Recovering,2483
2484,2025-12-30,58.25,Sick,2484
2485,2025-05-22,17.69,Healthy,2485
2486,2026-02-25,457.13,Healthy,2486
2487,2024-09-08,118.81,Recovering,2487
2488,2023-11-23,477.92,Healthy,2488
2489,2021-02-05,405.21,Recovering,2489
2490,2024-06-14,171.51,Recovering,2490
2491,2025-06-22,288.08,Under Observation,2491
2492,2015-06-27,363.04,Healthy,2492
2493,2025-05-24,254.13,Sick,2493
2494,2019-08-16,270.97,Sick,2494
2495,2016-12-17,61.74,Healthy,2495
2496,2025-10-26,180.75,Under Observation,2496
2497,2024-01-26,262.23,Critical,2497
2498,2022-09-25,270.68,Recovering,2498
2499,2023-06-08,358.5,Critical,2499
2500,2023-02-13,254.54,Sick,2500
2501,2025-06-22,489.94,Critical,2501
2502,2023-10-06,252.71,Recovering,2502
2503,2020-01-09,72.76,Recovering,2503
2504,2025-04-01,185.11,Critical,2504
2505,2019-12-10,468.32,Sick,2505
2506,2023-11-02,77.61,Under Observation,2506
2507,2024-02-12,369.1,Recovering,2507
2508,2011-04-16,26.82,Healthy,2508
2509,2020-02-13,82.86,Critical,2509
2510,2025-01-31,63.06,Critical,2510
2511,2023-06-22,112.9,Healthy,2511
2512,2021-12-30,175.58,Recovering,2512
2513,2021-08-09,309.39,Recovering,2513
2514,2017-07-08,8.78,Sick,2514
2515,2024-01-01,496.36,Under Observation,2515
2516,2025-05-01,433.96,Critical,2516
2517,2018-02-17,303.61,Under Observation,2517
2518,2022-06-26,125.0,Critical,2518
2519,2025-05-28,201.66,Under Observation,2519
2520,2016-11-03,194.12,Under Observation,2520
2521,2021-10-23,83.12,Healthy,2521
2522,2016-11-10,138.19,Sick,2522
2523,2023-01-02,402.15,Sick,2523
2524,2021-07-13,97.52,Critical,2524
2525,2016-07-01,352.71,Critical,2525
2526,2024-03-20,412.98,Under Observation,2526
2527,2024-04-04,118.85,Under Observation,2527
2528,2020-02-08,390.22,Healthy,2528
2529,2026-01-31,306.46,Under Observation,2529
2530,2021-01-06,496.44,Sick,2530
2531,2023-06-08,184.12,Sick,2531
2532,2025-05-24,346.16,Critical,2532
2533,2024-03-29,430.3,Under Observation,2533
2534,2025-09-23,374.1,Under Observation,2534
2535,2022-02-21,48.57,Healthy,2535
2536,2016-07-09,168.97,Recovering,2536
2537,2020-05-16,211.25,Critical,2537
2538,2024-06-10,245.49,Under Observation,2538
2539,2017-01-21,439.11,Healthy,2539
2540,2025-06-17,135.15,Recovering,2540
2541,2016-05-23,180.2,Sick,2541
2542,2017-09-10,14.44,Healthy,2542
2543,2017-05-26,268.62,Healthy,2543
2544,2022-03-13,75.14,Healthy,2544
2545,2023-02-14,302.86,Critical,2545
2546,2024-11-20,262.34,Healthy,2546
2547,2023-09-21,200.07,Under Observation,2547
2548,2023-09-14,97.6,Under Observation,2548
2549,2010-10-21,289.6,Sick,2549
2550,2018-12-24,478.67,Sick,2550
2551,2025-05-09,209.32,Healthy,2551
2552,2017-06-22,74.38,Under Observation,2552
2553,2021-11-25,342.12,Critical,2553
2554,2022-11-07,149.15,Sick,2554
2555,2025-02-02,326.68,Recovering,2555
2556,2019-08-31,166.17,Recovering,2556
2557,2025-01-06,311.17,Under Observation,2557
2558,2023-02-24,14.31,Sick,2558
2559,2019-08-08,290.03,Under Observation,2559
2560,2025-05-09,190.21,Critical,2560
2561,2024-09-15,108.54,Sick,2561
2562,2024-10-08,139.47,Healthy,2562
2563,2023-06-26,338.12,Recovering,2563
2564,2012-05-16,488.22,Critical,2564
2565,2020-01-13,20.75,Recovering,2565
2566,2023-12-02,284.37,Recovering,2566
2567,2025-11-25,65.62,Recovering,2567
2568,2023-02-05,356.79,Under Observation,2568
2569,2025-07-09,489.06,Sick,2569
2570,2024-02-24,324.4,Under Observation,2570
2571,2022-11-24,148.27,Sick,2571
2572,2018-12-26,433.29,Under Observation,2572
2573,2021-10-11,454.61,Under Observation,2573
2574,2022-09-14,321.83,Under Observation,2574
2575,2020-05-24,430.07,Critical,2575
2576,2023-01-01,416.18,Recovering,2576
2577,2025-04-20,432.21,Critical,2577
2578,2025-09-18,103.46,Sick,2578
2579,2020-10-19,347.29,Under Observation,2579
2580,2023-09-07,161.92,Healthy,2580
2581,2017-09-06,482.21,Critical,2581
2582,2023-07-10,373.18,Critical,2582
2583,2025-05-21,246.3,Healthy,2583
2584,2025-02-27,127.69,Critical,2584
2585,2025-08-11,464.75,Under Observation,2585
2586,2025-11-02,240.85,Sick,2586
2587,2024-04-29,113.44,Sick,2587
2588,2025-11-21,309.03,Healthy,2588
2589,2019-06-15,39.38,Under Observation,2589
2590,2023-06-14,18.41,Sick,2590
2591,2015-04-14,81.29,Healthy,2591
2592,2025-11-27,352.26,Under Observation,2592
2593,2026-02-20,166.62,Critical,2593
2594,2012-01-26,464.85,Critical,2594
2595,2022-03-11,177.65,Sick,2595
2596,2015-04-25,132.07,Critical,2596
2597,2014-02-28,277.57,Critical,2597
2598,2024-11-11,402.86,Critical,2598
2599,2025-03-26,323.82,Healthy,2599
2600,2026-02-11,95.39,Healthy,2600
2601,2024-01-20,341.77,Sick,2601
2602,2025-12-02,178.16,Sick,2602
2603,2018-05-17,36.89,Under Observation,2603
2604,2020-11-21,123.69,Critical,2604
2605,2025-04-08,378.32,Critical,2605
2606,2018-10-18,147.36,Under Observation,2606
2607,2026-02-01,411.16,Sick,2607
2608,2024-04-15,232.87,Under Observation,2608
2609,2024-11-20,84.14,Critical,2609
2610,2012-03-09,359.7,Critical,2610
2611,2024-11-18,308.89,Under Observation,2611
2612,2024-08-13,452.0,Healthy,2612
2613,2022-12-15,206.98,Under Observation,2613
2614,2022-09-11,442.15,Sick,2614
2615,2025-07-19,397.76,Healthy,2615
2616,2025-09-27,202.51,Under Observation,2616
2617,2025-11-06,24.74,Under Observation,2617
2618,2019-04-28,202.29,Sick,2618
2619,2018-09-04,268.37,Healthy,2619
2620,2023-02-27,402.26,Critical,2620
2621,2025-03-19,184.4,Healthy,2621
2622,2012-05-31,332.9,Under Observation,2622
2623,2018-07-07,12.37,Recovering,2623
2624,2018-01-03,151.98,Recovering,2624
2625,2018-04-21,155.48,Under Observation,2625
2626,2024-01-20,205.83,Recovering,2626
2627,2022-01-18,323.72,Sick,2627
2628,2025-01-14,29.66,Critical,2628
2629,2020-03-17,214.67,Under Observation,2629
2630,2024-09-22,340.18,Recovering,2630
2631,2021-05-21,71.71,Under Observation,2631
2632,2024-07-27,155.35,Healthy,2632
2633,2012-07-17,305.26,Sick,2633
2634,2019-08-20,300.59,Sick,2634
2635,2024-07-03,109.72,Recovering,2635
2636,2014-06-12,141.21,Under Observation,2636
2637,2025-04-25,196.16,Under Observation,2637
2638,2025-01-10,435.29,Healthy,2638
2639,2020-01-24,77.51,Under Observation,2639
2640,2025-01-29,70.15,Recovering,2640
2641,2020-07-16,356.04,Under Observation,2641
2642,2023-03-12,169.03,Critical,2642
2643,2025-11-23,438.97,Under Observation,2643
2644,2022-12-09,318.03,Recovering,2644
2645,2024-07-15,5.43,Sick,2645
2646,2023-05-23,454.55,Healthy,2646
2647,2016-12-16,42.32,Critical,2647
2648,2025-04-17,497.5,Under Observation,2648
2649,2024-07-10,272.09,Recovering,2649
2650,2017-06-25,39.55,Sick,2650
2651,2025-01-06,380.78,Sick,2651
2652,2021-04-15,139.99,Healthy,2652
2653,2026-02-11,229.74,Healthy,2653
2654,2020-06-01,127.96,Critical,2654
2655,2022-05-21,31.59,Recovering,2655
2656,2015-11-09,196.46,Critical,2656
2657,2024-03-27,112.52,Critical,2657
2658,2025-02-25,411.74,Under Observation,2658
2659,2023-10-18,499.64,Healthy,2659
2660,2017-01-26,206.67,Recovering,2660
2661,2023-08-22,164.36,Under Observation,2661
2662,2025-04-03,17.89,Recovering,2662
2663,2022-07-13,306.11,Critical,2663
2664,2025-05-19,208.83,Sick,2664
2665,2014-11-03,390.49,Sick,2665
2666,2022-03-10,24.17,Sick,2666
2667,2023-08-16,449.17,Critical,2667
2668,2017-04-06,410.3,Critical,2668
2669,2023-08-12,429.61,Under Observation,2669
2670,2021-12-15,168.14,Critical,2670
2671,2024-03-01,431.63,Under Observation,2671
2672,2014-12-13,24.23,Under Observation,2672
2673,2024-11-07,24.0,Critical,2673
2674,2023-04-24,67.01,Critical,2674
2675,2021-12-19,116.38,Critical,2675
2676,2022-07-22,418.11,Recovering,2676
2677,2018-06-21,251.19,Recovering,2677
2678,2021-02-05,72.14,Sick,2678
2679,2022-10-02,45.45,Recovering,2679
2680,2021-10-13,175.46,Critical,2680
2681,2021-10-31,283.45,Critical,2681
2682,2019-12-03,385.91,Critical,2682
2683,2023-05-25,89.0,Sick,2683
2684,2021-09-10,103.22,Sick,2684
2685,2023-10-22,469.69,Healthy,2685
2686,2022-09-23,9.1,Recovering,2686
2687,2024-07-25,259.09,Healthy,2687
2688,2023-07-27,386.58,Critical,2688
2689,2023-10-26,64.0,Under Observation,2689
2690,2020-02-25,47.93,Recovering,2690
2691,2021-10-03,144.82,Sick,2691
2692,2017-02-22,14.8,Critical,2692
2693,2020-04-03,424.62,Under Observation,2693
2694,2022-03-16,313.46,Critical,2694
2695,2023-10-12,346.49,Under Observation,2695
2696,2023-11-25,198.4,Sick,2696
2697,2025-05-31,76.38,Recovering,2697
2698,2024-09-24,204.34,Under Observation,2698
2699,2025-12-24,245.77,Critical,2699
2700,2023-10-20,157.65,Critical,2700
2701,2024-10-11,416.92,Under Observation,2701
2702,2024-06-26,94.08,Recovering,2702
2703,2021-11-26,378.57,Sick,2703
2704,2023-09-09,104.23,Critical,2704
2705,2023-03-15,177.01,Recovering,2705
2706,2023-03-27,226.61,Under Observation,2706
2707,2016-06-08,367.03,Healthy,2707
2708,2018-03-13,76.39,Healthy,2708
2709,2021-02-22,115.94,Recovering,2709
2710,2024-09-12,148.91,Healthy,2710
2711,2025-06-29,246.08,Recovering,2711
2712,2015-11-13,303.07,Critical,2712
2713,2022-10-08,475.46,Healthy,2713
2714,2018-05-15,78.34,Recovering,2714
2715,2022-03-28,388.04,Under Observation,2715
2716,2019-05-23,116.86,Critical,2716
2717,2017-10-17,287.75,Under Observation,2717
2718,2023-02-04,337.67,Sick,2718
2719,2022-04-22,414.19,Healthy,2719
2720,2023-12-19,124.57,Under Observation,2720
2721,2024-05-15,280.99,Under Observation,2721
2722,2021-08-31,145.02,Healthy,2722
2723,2025-11-06,188.07,Recovering,2723
2724,2018-11-09,151.74,Critical,2724
2725,2022-12-17,283.89,Healthy,2725
2726,2024-11-18,141.63,Critical,2726
2727,2018-05-07,383.01,Sick,2727
2728,2025-06-20,128.51,Healthy,2728
2729,2017-02-12,60.07,Critical,2729
2730,2022-01-25,232.62,Sick,2730
2731,2021-03-18,479.23,Critical,2731
2732,2021-07-17,484.36,Recovering,2732
2733,2026-02-12,454.06,Critical,2733
2734,2025-03-05,56.84,Sick,2734
2735,2020-01-26,455.0,Sick,2735
2736,2011-01-06,249.81,Critical,2736
2737,2025-12-23,112.96,Recovering,2737
2738,2025-06-23,332.62,Sick,2738
2739,2025-02-21,453.49,Sick,2739
2740,2013-11-14,266.88,Under Observation,2740
2741,2018-06-15,58.37,Sick,2741
2742,2025-12-05,374.59,Critical,2742
2743,2022-10-06,425.18,Recovering,2743
2744,2022-03-28,344.55,Sick,2744
2745,2022-01-17,8.12,Healthy,2745
2746,2020-01-28,447.27,Recovering,2746
2747,2018-08-06,102.73,Under Observation,2747
2748,2025-06-24,166.43,Critical,2748
2749,2024-07-13,214.2,Healthy,2749
2750,2016-10-28,191.29,Healthy,2750
2751,2026-01-29,61.68,Recovering,2751
2752,2022-12-09,96.08,Critical,2752
2753,2023-08-07,256.88,Recovering,2753
2754,2023-01-28,238.6,Healthy,2754
2755,2017-10-15,495.31,Sick,2755
