AnimalID,Name,DateOfBirth,Gender,HabitatID,SpeciesID,DietPlanID
5683,Animal_5683,2016-09-15,Female,419,135,82
5684,Animal_5684,2016-03-24,Male,399,469,328
5685,Animal_5685,2023-04-16,Male,472,152,6
5686,Animal_5686,2016-01-11,Male,407,368,63
5687,Animal_5687,2014-10-10,Male,480,420,375
5688,Animal_5688,2020-03-01,Female,310,330,86
5689,Animal_5689,2014-10-08,Male,167,215,448
5690,Animal_5690,2017-02-12,Male,67,75,346
5691,Animal_5691,2022-06-03,Female,16,42,404
5692,Animal_5692,2021-04-01,Female,352,148,26
5693,Animal_5693,2011-03-19,Male,368,21,47
5694,Animal_5694,2010-07-29,Female,63,313,474
5695,Animal_5695,2016-10-13,Male,1,43,221
5696,Animal_5696,2024-12-04,Male,75,290,217
5697,Animal_5697,2015-07-12,Male,104,286,421
5698,Animal_5698,2021-07-14,Male,35,99,71
5699,Animal_5699,2014-08-22,Male,488,382,427
5700,Animal_5700,2015-08-06,Female,41,447,464
5701,Animal_5701,2016-02-02,Male,270,161,59
5702,Animal_5702,2019-10-05,Female,341,302,233
5703,Animal_5703,2010-08-30,Male,277,390,385
5704,Animal_5704,2021-12-02,Male,219,389,168
5705,Animal_5705,2013-09-18,Female,180,488,450
5706,Animal_5706,2016-03-12,Female,451,324,57
5707,Animal_5707,2024-09-03,Male,63,206,139
5708,Animal_5708,2021-10-30,Male,143,70,346
5709,Animal_5709,2011-06-12,Female,157,222,220
5710,Animal_5710,2010-07-08,Female,166,222,394
5711,Animal_5711,2022-10-04,Female,260,400,181
5712,Animal_5712,2011-08-16,Female,248,70,50
5713,Animal_5713,2015-11-16,Female,452,289,150
5714,Animal_5714,2010-08-09,Female,193,278,52
5715,Animal_5715,2010-11-15,Female,43,328,42
5716,Animal_5716,2011-06-17,Female,38,57,461
5717,Animal_5717,2015-03-31,Female,21,420,8
5718,Animal_5718,2023-11-12,Female,31,381,283
5719,Animal_5719,2022-03-25,Female,427,478,473
5720,Animal_5720,2015-03-14,Female,484,253,314
5721,Animal_5721,2013-09-15,Female,390,64,174
5722,Animal_5722,2024-10-19,Female,307,474,271
5723,Animal_5723,2018-03-31,Male,416,163,288
5724,Animal_5724,2024-07-09,Female,63,201,322
5725,Animal_5725,2010-04-13,Male,47,450,110
5726,Animal_5726,2012-01-19,Female,123,113,263
5727,Animal_5727,2013-02-16,Female,65,291,431
5728,Animal_5728,2016-01-22,Male,273,172,41
5729,Animal_5729,2017-12-12,Female,242,285,77
5730,Animal_5730,2023-10-27,Female,442,389,192
5731,Animal_5731,2016-08-31,Female,465,162,197
5732,Animal_5732,2023-01-27,Female,137,426,42
5733,Animal_5733,2019-11-10,Male,358,304,110
5734,Animal_5734,2020-08-12,Female,308,109,32
5735,Animal_5735,2016-03-09,Male,422,24,482
5736,Animal_5736,2022-02-18,Female,455,298,318
5737,Animal_5737,2013-02-05,Male,89,298,331
5738,Animal_5738,2011-02-28,Male,261,192,14
5739,Animal_5739,2016-07-10,Male,436,418,444
5740,Animal_5740,2018-09-15,Male,488,83,463
5741,Animal_5741,2022-01-21,Male,99,405,440
5742,Animal_5742,2014-12-15,Male,229,488,458
5743,Animal_5743,2018-12-28,Female,437,291,7
5744,Animal_5744,2017-04-30,Male,279,120,347
5745,Animal_5745,2023-10-24,Male,37,173,78
5746,Animal_5746,2013-12-13,Male,348,168,500
5747,Animal_5747,2018-08-21,Female,303,299,347
5748,Animal_5748,2014-11-21,Female,147,326,217
5749,Animal_5749,2024-12-22,Female,183,351,292
5750,Animal_5750,2011-07-11,Male,402,458,36
5751,Animal_5751,2014-03-11,Female,46,499,57
5752,Animal_5752,2010-06-30,Male,209,454,116
5753,Animal_5753,2024-02-08,Male,448,242,217
5754,Animal_5754,2024-10-22,Female,155,162,400
5755,Animal_5755,2018-02-18,Male,149,247,78
5756,Animal_5756,2012-11-14,Female,486,39,221
5757,Animal_5757,2013-10-06,Female,489,448,52
5758,Animal_5758,2024-08-24,Male,344,411,228
5759,Animal_5759,2015-05-23,Female,38,74,46
5760,Animal_5760,2019-06-19,Female,117,275,447
5761,Animal_5761,2019-07-10,Male,160,209,337
5762,Animal_5762,2022-08-07,Female,327,63,333
5763,Animal_5763,2010-05-07,Female,61,107,156
5764,Animal_5764,2024-03-15,Female,432,245,375
5765,Animal_5765,2010-03-29,Male,356,130,287
5766,Animal_5766,2013-04-19,Female,85,413,363
5767,Animal_5767,2024-10-19,Male,128,54,353
5768,Animal_5768,2014-04-22,Male,406,443,214
5769,Animal_5769,2015-01-01,Female,388,486,321
5770,Animal_5770,2021-07-20,Female,363,378,415
5771,Animal_5771,2011-06-11,Female,368,374,233
5772,Animal_5772,2024-05-09,Male,380,214,389
5773,Animal_5773,2018-08-19,Male,152,406,293
5774,Animal_5774,2010-07-13,Female,42,417,104
5775,Animal_5775,2017-09-11,Male,493,141,33
5776,Animal_5776,2021-03-14,Female,381,75,438
5777,Animal_5777,2017-12-09,Female,437,424,74
5778,Animal_5778,2018-09-23,Male,354,254,201
5779,Animal_5779,2020-09-19,Female,232,56,494
5780,Animal_5780,2013-12-02,Male,123,161,188
5781,Animal_5781,2020-02-07,Female,455,369,60
5782,Animal_5782,2019-12-30,Male,7,258,387
5783,Animal_5783,2019-08-03,Female,409,121,405
5784,Animal_5784,2010-12-16,Male,22,271,370
5785,Animal_5785,2024-11-15,Female,338,497,182
5786,Animal_5786,2019-04-07,Female,302,315,315
5787,Animal_5787,2018-05-02,Male,295,73,383
5788,Animal_5788,2020-11-30,Female,49,32,154
5789,Animal_5789,2014-01-21,Female,76,43,106
5790,Animal_5790,2024-07-29,Male,431,2,99
5791,Animal_5791,2022-09-20,Female,21,3,454
5792,Animal_5792,2024-03-22,Female,246,494,5
5793,Animal_5793,2013-01-12,Male,245,223,44
5794,Animal_5794,2023-11-29,Female,14,496,59
5795,Animal_5795,2011-01-17,Female,13,343,329
5796,Animal_5796,2011-03-18,Female,119,245,358
5797,Animal_5797,2019-02-24,Male,192,62,204
5798,Animal_5798,2012-03-02,Male,264,90,481
5799,Animal_5799,2014-03-26,Female,45,120,326
5800,Animal_5800,2018-04-25,Male,386,440,430
5801,Animal_5801,2018-11-23,Male,454,235,41
5802,Animal_5802,2015-12-31,Male,227,448,68
5803,Animal_5803,2020-01-23,Male,461,342,215
5804,Animal_5804,2011-07-18,Male,46,448,387
5805,Animal_5805,2022-06-06,Female,334,271,323
5806,Animal_5806,2012-02-22,Male,401,427,97
5807,Animal_5807,2012-06-27,Male,1,465,238
5808,Animal_5808,2013-04-07,Male,163,215,116
5809,Animal_5809,2023-01-12,Female,275,21,332
5810,Animal_5810,2022-05-28,Female,459,285,393
5811,Animal_5811,2020-09-14,Female,304,112,291
5812,Animal_5812,2019-12-11,Female,231,336,144
5813,Animal_5813,2024-05-08,Female,73,448,10
5814,Animal_5814,2018-03-02,Male,216,44,465
5815,Animal_5815,2013-05-10,Male,44,305,320
5816,Animal_5816,2019-04-03,Male,219,253,453
5817,Animal_5817,2011-10-21,Female,465,442,338
5818,Animal_5818,2014-09-27,Male,231,346,118
5819,Animal_5819,2017-06-16,Female,243,302,500
5820,Animal_5820,2012-05-11,Male,74,67,380
5821,Animal_5821,2015-03-29,Male,152,35,244
5822,Animal_5822,2015-05-07,Female,47,251,313
5823,Animal_5823,2016-11-23,Male,96,301,33
5824,Animal_5824,2024-10-10,Female,477,252,318
5825,Animal_5825,2017-01-01,Male,354,88,110
5826,Animal_5826,2017-03-29,Female,45,337,31
5827,Animal_5827,2022-08-27,Female,91,234,479
5828,Animal_5828,2012-05-13,Male,494,253,342
5829,Animal_5829,2012-07-04,Male,329,380,473
5830,Animal_5830,2023-08-12,Male,60,406,41
5831,Animal_5831,2016-10-04,Female,461,17,440
5832,Animal_5832,2013-12-15,Male,142,228,106
5833,Animal_5833,2016-04-21,Male,63,494,356
5834,Animal_5834,2012-04-22,Male,219,32,265
5835,Animal_5835,2019-04-27,Male,488,65,373
5836,Animal_5836,2011-12-05,Male,196,420,416
5837,Animal_5837,2019-11-20,Male,84,62,322
5838,Animal_5838,2021-08-10,Male,212,49,406
5839,Animal_5839,2015-12-16,Female,67,9,419
5840,Animal_5840,2023-11-27,Female,322,114,24
5841,Animal_5841,2014-12-22,Female,173,396,481
5842,Animal_5842,2023-10-09,Male,54,49,393
5843,Animal_5843,2019-02-15,Male,426,334,258
5844,Animal_5844,2012-01-23,Female,188,391,338
5845,Animal_5845,2018-02-21,Male,127,159,261
5846,Animal_5846,2010-12-28,Female,49,72,370
5847,Animal_5847,2023-12-05,Female,29,275,283
5848,Animal_5848,2016-08-19,Male,139,315,270
5849,Animal_5849,2020-03-30,Male,400,219,475
5850,Animal_5850,2010-06-08,Female,9,121,383
5851,Animal_5851,2017-03-21,Female,57,438,177
5852,Animal_5852,2010-04-12,Male,354,111,415
5853,Animal_5853,2016-11-23,Male,81,134,101
5854,Animal_5854,2014-09-06,Female,159,259,260
5855,Animal_5855,2021-05-06,Female,245,120,279
5856,Animal_5856,2014-08-31,Male,153,209,298
5857,Animal_5857,2010-03-02,Male,36,93,24
5858,Animal_5858,2012-08-02,Male,210,255,265
5859,Animal_5859,2020-07-02,Female,137,166,488
5860,Animal_5860,2010-02-01,Male,295,206,271
5861,Animal_5861,2020-05-02,Male,301,244,213
5862,Animal_5862,2023-02-20,Female,245,479,199
5863,Animal_5863,2017-08-01,Female,151,192,475
5864,Animal_5864,2020-09-15,Female,165,381,442
5865,Animal_5865,2010-12-16,Female,195,28,93
5866,Animal_5866,2023-08-28,Male,386,189,283
5867,Animal_5867,2019-12-31,Female,421,15,343
5868,Animal_5868,2014-04-25,Male,183,114,209
5869,Animal_5869,2015-06-03,Male,336,473,68
5870,Animal_5870,2013-01-18,Male,139,394,312
5871,Animal_5871,2023-11-03,Male,193,405,383
5872,Animal_5872,2021-12-20,Male,121,156,413
5873,Animal_5873,2014-06-17,Female,447,341,456
5874,Animal_5874,2023-08-13,Female,336,119,369
5875,Animal_5875,2018-11-26,Male,60,33,427
5876,Animal_5876,2012-07-10,Female,416,339,59
5877,Animal_5877,2014-02-16,Female,401,136,119
5878,Animal_5878,2013-09-13,Female,45,483,467
5879,Animal_5879,2022-05-31,Female,401,455,197
5880,Animal_5880,2024-06-09,Male,367,170,254
5881,Animal_5881,2022-12-02,Female,89,163,480
5882,Animal_5882,2024-08-18,Male,408,272,480
5883,Animal_5883,2010-01-22,Male,72,161,247
5884,Animal_5884,2022-08-29,Female,277,286,469
5885,Animal_5885,2018-07-15,Male,275,168,467
5886,Animal_5886,2023-10-05,Male,47,240,72
5887,Animal_5887,2010-06-14,Male,117,249,273
5888,Animal_5888,2016-01-23,Male,100,204,137
5889,Animal_5889,2019-02-12,Female,383,219,458
5890,Animal_5890,2023-09-09,Female,116,150,191
5891,Animal_5891,2021-02-03,Male,486,277,246
5892,Animal_5892,2021-11-14,Female,378,72,324
5893,Animal_5893,2022-01-14,Female,121,332,347
5894,Animal_5894,2019-11-15,Female,385,409,38
5895,Animal_5895,2017-09-06,Female,411,442,298
5896,Animal_5896,2013-11-10,Female,288,288,361
5897,Animal_5897,2017-01-11,Female,154,322,257
5898,Animal_5898,2019-09-24,Male,492,429,253
5899,Animal_5899,2024-08-12,Female,377,41,300
5900,Animal_5900,2015-12-26,Female,355,451,203
5901,Animal_5901,2020-09-06,Female,331,169,344
5902,Animal_5902,2018-10-28,Male,38,471,410
5903,Animal_5903,2010-06-08,Female,334,365,282
5904,Animal_5904,2017-01-08,Female,66,74,490
5905,Animal_5905,2017-08-03,Female,427,381,79
5906,Animal_5906,2023-11-04,Female,280,455,209
5907,Animal_5907,2023-05-06,Female,44,296,199
5908,Animal_5908,2013-12-24,Male,150,138,43
5909,Animal_5909,2010-11-06,Male,392,71,283
5910,Animal_5910,2017-02-03,Female,183,310,310
5911,Animal_5911,2024-01-24,Female,118,242,228
5912,Animal_5912,2010-09-22,Male,14,390,465
5913,Animal_5913,2017-08-03,Male,255,148,32
5914,Animal_5914,2015-11-08,Female,173,230,169
5915,Animal_5915,2024-01-26,Male,233,125,56
5916,Animal_5916,2012-09-10,Male,159,422,494
5917,Animal_5917,2015-12-22,Male,20,4,183
5918,Animal_5918,2019-07-04,Female,110,57,113
5919,Animal_5919,2010-01-22,Male,137,117,109
5920,Animal_5920,2023-10-09,Male,421,446,404
5921,Animal_5921,2022-09-23,Male,55,252,169
5922,Animal_5922,2012-01-13,Male,413,151,20
5923,Animal_5923,2024-07-10,Female,100,174,357
5924,Animal_5924,2012-06-02,Female,395,267,373
5925,Animal_5925,2010-12-30,Female,356,31,349
5926,Animal_5926,2010-05-01,Female,500,152,471
5927,Animal_5927,2024-09-21,Female,7,82,485
5928,Animal_5928,2023-06-18,Male,170,199,156
5929,Animal_5929,2011-09-16,Female,11,37,333
5930,Animal_5930,2013-05-10,Female,187,11,368
5931,Animal_5931,2021-03-23,Male,295,467,101
5932,Animal_5932,2023-03-30,Female,205,473,448
5933,Animal_5933,2013-11-19,Female,435,122,216
5934,Animal_5934,2010-06-22,Female,292,60,7
5935,Animal_5935,2019-08-15,Female,187,62,313
5936,Animal_5936,2022-01-14,Male,173,48,197
5937,Animal_5937,2024-04-20,Male,103,24,439
5938,Animal_5938,2012-10-24,Female,186,25,407
5939,Animal_5939,2022-12-11,Female,116,179,242
5940,Animal_5940,2012-12-18,Female,448,347,104
5941,Animal_5941,2019-02-16,Female,435,66,372
5942,Animal_5942,2012-08-07,Female,26,96,306
5943,Animal_5943,2011-02-24,Female,381,436,476
5944,Animal_5944,2018-07-24,Male,90,455,167
5945,Animal_5945,2019-11-05,Female,275,441,289
5946,Animal_5946,2013-08-31,Female,224,399,38
5947,Animal_5947,2011-12-07,Female,46,130,62
5948,Animal_5948,2022-04-13,Male,3,499,3
5949,Animal_5949,2011-02-09,Male,195,55,457
5950,Animal_5950,2011-05-30,Male,161,256,72
5951,Animal_5951,2024-10-01,Female,219,156,386
5952,Animal_5952,2024-01-04,Male,274,261,378
5953,Animal_5953,2011-06-16,Male,125,481,447
5954,Animal_5954,2018-07-07,Male,362,92,414
5955,Animal_5955,2018-10-22,Male,209,385,181
5956,Animal_5956,2022-05-28,Female,411,114,79
5957,Animal_5957,2013-02-02,Female,132,409,188
5958,Animal_5958,2015-08-07,Female,122,429,47
5959,Animal_5959,2016-08-27,Female,142,390,485
5960,Animal_5960,2010-06-04,Male,329,466,281
5961,Animal_5961,2016-11-19,Male,345,410,19
5962,Animal_5962,2018-01-27,Female,331,4,119
5963,Animal_5963,2014-10-05,Male,13,443,316
5964,Animal_5964,2020-03-11,Male,339,137,56
5965,Animal_5965,2022-08-17,Male,75,149,146
5966,Animal_5966,2011-05-19,Female,81,241,471
5967,Animal_5967,2017-12-25,Female,425,277,387
5968,Animal_5968,2012-07-10,Male,101,325,248
5969,Animal_5969,2015-03-24,Female,204,341,468
5970,Animal_5970,2014-07-02,Male,292,423,174
5971,Animal_5971,2020-04-14,Female,215,416,484
5972,Animal_5972,2021-04-18,Female,129,302,468
5973,Animal_5973,2022-02-27,Female,397,411,32
5974,Animal_5974,2014-12-01,Male,261,58,458
5975,Animal_5975,2014-05-04,Female,320,40,158
5976,Animal_5976,2021-08-19,Male,79,250,315
5977,Animal_5977,2021-09-03,Male,40,283,374
5978,Animal_5978,2019-12-16,Male,91,106,14
5979,Animal_5979,2021-11-01,Female,115,184,303
5980,Animal_5980,2019-06-15,Female,273,366,90
5981,Animal_5981,2015-07-16,Male,164,485,312
5982,Animal_5982,2020-11-10,Male,239,136,125
5983,Animal_5983,2024-08-10,Male,428,479,206
5984,Animal_5984,2021-08-29,Male,156,44,227
5985,Animal_5985,2014-05-02,Male,406,238,280
5986,Animal_5986,2019-09-15,Male,484,466,394
5987,Animal_5987,2013-11-07,Female,73,459,307
5988,Animal_5988,2020-12-31,Female,257,350,218
5989,Animal_5989,2021-09-17,Male,482,249,171
5990,Animal_5990,2011-06-01,Male,130,405,143
5991,Animal_5991,2010-10-23,Female,53,281,99
5992,Animal_5992,2012-11-21,Female,353,198,315
5993,Animal_5993,2012-05-16,Female,377,158,299
5994,Animal_5994,2012-11-09,Male,370,379,67
5995,Animal_5995,2011-03-21,Male,123,163,427
5996,Animal_5996,2019-08-07,Female,73,222,375
5997,Animal_5997,2016-06-04,Male,158,484,140
5998,Animal_5998,2015-03-18,Female,185,249,342
5999,Animal_5999,2017-01-10,Female,212,427,190
6000,Animal_6000,2011-04-28,Female,299,348,338
6001,Animal_6001,2015-11-24,Female,220,203,160
6002,Animal_6002,2021-02-20,Female,407,102,61
6003,Animal_6003,2013-06-25,Female,18,173,436
6004,Animal_6004,2015-08-21,Male,394,260,455
6005,Animal_6005,2015-11-28,Male,254,415,187
6006,Animal_6006,2023-10-17,Female,448,274,42
6007,Animal_6007,2021-09-24,Female,261,90,21
6008,Animal_6008,2019-08-17,Male,104,65,346
6009,Animal_6009,2017-10-16,Female,102,34,131
6010,Animal_6010,2011-05-18,Female,370,458,348
6011,Animal_6011,2021-12-17,Female,365,115,374
6012,Animal_6012,2022-09-19,Female,366,195,156
6013,Animal_6013,2013-01-12,Female,391,96,266
6014,Animal_6014,2015-12-01,Female,157,262,51
6015,Animal_6015,2022-01-10,Male,175,338,417
6016,Animal_6016,2015-06-03,Male,165,390,255
6017,Animal_6017,2012-09-04,Male,419,405,186
6018,Animal_6018,2016-11-17,Female,77,254,313
6019,Animal_6019,2013-01-02,Female,278,169,17
6020,Animal_6020,2023-02-24,Female,206,164,346
6021,Animal_6021,2010-02-24,Female,362,35,118
6022,Animal_6022,2011-10-15,Female,121,205,149
6023,Animal_6023,2021-10-12,Male,440,133,271
6024,Animal_6024,2010-12-13,Male,57,298,146
6025,Animal_6025,2014-10-24,Female,76,210,403
6026,Animal_6026,2013-04-01,Female,312,89,199
6027,Animal_6027,2020-05-18,Male,463,352,487
6028,Animal_6028,2023-11-23,Female,205,104,443
6029,Animal_6029,2019-05-10,Female,436,362,382
6030,Animal_6030,2014-03-12,Male,170,487,386
6031,Animal_6031,2012-05-04,Female,440,240,287
6032,Animal_6032,2012-04-01,Male,63,468,36
6033,Animal_6033,2017-06-11,Female,37,357,236
6034,Animal_6034,2020-11-18,Female,66,352,317
6035,Animal_6035,2019-03-30,Male,69,248,31
6036,Animal_6036,2012-10-03,Female,365,383,83
6037,Animal_6037,2010-08-13,Male,410,41,102
6038,Animal_6038,2010-10-01,Female,202,255,399
6039,Animal_6039,2017-11-01,Female,335,113,191
6040,Animal_6040,2010-07-03,Female,397,173,315
6041,Animal_6041,2011-08-31,Female,482,42,66
6042,Animal_6042,2024-11-15,Male,448,260,421
6043,Animal_6043,2010-09-24,Female,256,65,304
6044,Animal_6044,2011-06-08,Female,134,239,310
6045,Animal_6045,2012-10-19,Male,90,238,226
6046,Animal_6046,2018-09-16,Male,55,288,285
6047,Animal_6047,2016-10-01,Female,170,98,277
6048,Animal_6048,2019-12-07,Male,71,87,389
6049,Animal_6049,2023-05-16,Female,205,424,376
6050,Animal_6050,2013-04-30,Female,312,261,467
6051,Animal_6051,2014-06-06,Male,36,154,223
6052,Animal_6052,2021-08-08,Male,144,202,182
6053,Animal_6053,2019-10-12,Female,272,14,161
6054,Animal_6054,2012-10-23,Female,55,267,124
6055,Animal_6055,2011-02-16,Female,481,15,422
6056,Animal_6056,2014-08-05,Male,455,198,253
6057,Animal_6057,2023-06-21,Male,468,455,440
6058,Animal_6058,2010-06-15,Male,100,350,384
6059,Animal_6059,2023-10-09,Female,62,248,234
6060,Animal_6060,2013-09-08,Male,352,385,92
6061,Animal_6061,2017-03-13,Female,183,281,57
6062,Animal_6062,2022-04-29,Male,12,11,483
6063,Animal_6063,2011-10-12,Female,118,62,364
6064,Animal_6064,2020-09-06,Male,162,259,234
6065,Animal_6065,2015-05-23,Female,114,337,412
6066,Animal_6066,2023-08-21,Male,483,263,375
6067,Animal_6067,2022-11-14,Male,207,309,98
6068,Animal_6068,2014-01-12,Female,374,338,133
6069,Animal_6069,2013-10-13,Female,467,386,386
6070,Animal_6070,2011-03-07,Female,458,84,90
6071,Animal_6071,2018-11-18,Female,345,396,355
6072,Animal_6072,2014-06-23,Female,219,86,56
6073,Animal_6073,2013-08-02,Female,444,393,254
6074,Animal_6074,2021-10-30,Female,421,303,282
6075,Animal_6075,2016-07-24,Female,496,112,70
6076,Animal_6076,2015-08-12,Female,253,253,313
6077,Animal_6077,2010-11-30,Female,107,495,197
6078,Animal_6078,2018-06-12,Female,152,19,168
6079,Animal_6079,2016-10-19,Male,420,249,194
6080,Animal_6080,2017-11-19,Male,397,20,245
6081,Animal_6081,2019-11-25,Female,127,37,143
6082,Animal_6082,2017-06-08,Male,6,446,9
6083,Animal_6083,2022-09-19,Male,149,260,183
6084,Animal_6084,2016-12-30,Male,255,392,379
6085,Animal_6085,2014-10-17,Female,75,176,396
6086,Animal_6086,2016-03-18,Female,90,172,492
6087,Animal_6087,2010-04-20,Female,104,203,453
6088,Animal_6088,2015-09-24,Male,140,30,188
6089,Animal_6089,2022-10-13,Female,478,85,94
6090,Animal_6090,2022-02-09,Male,331,175,239
6091,Animal_6091,2014-02-23,Male,290,213,275
6092,Animal_6092,2018-11-26,Male,141,347,190
6093,Animal_6093,2015-03-05,Male,350,493,303
6094,Animal_6094,2020-06-19,Male,386,52,271
6095,Animal_6095,2013-11-22,Male,429,406,75
6096,Animal_6096,2016-12-21,Male,196,106,150
6097,Animal_6097,2016-07-03,Male,20,496,281
6098,Animal_6098,2016-11-24,Female,64,285,381
6099,Animal_6099,2010-02-19,Female,272,374,146
6100,Animal_6100,2019-10-05,Male,397,350,165
6101,Animal_6101,2019-03-13,Male,163,151,107
6102,Animal_6102,2023-05-26,Male,354,384,343
6103,Animal_6103,2023-06-02,Male,369,262,279
6104,Animal_6104,2023-07-29,Female,153,216,346
6105,Animal_6105,2024-02-22,Male,369,290,257
6106,Animal_6106,2021-06-16,Male,129,22,176
6107,Animal_6107,2013-03-22,Male,490,124,452
6108,Animal_6108,2014-08-09,Female,194,302,100
6109,Animal_6109,2015-10-06,Female,93,404,369
6110,Animal_6110,2022-04-09,Male,216,208,327
6111,Animal_6111,2010-01-13,Female,261,135,58
6112,Animal_6112,2021-02-06,Female,302,42,51
6113,Animal_6113,2024-08-19,Female,54,427,384
6114,Animal_6114,2018-11-17,Male,440,367,437
6115,Animal_6115,2012-06-02,Female,189,25,54
6116,Animal_6116,2010-10-26,Female,131,204,364
6117,Animal_6117,2021-08-10,Male,185,3,187
6118,Animal_6118,2024-01-07,Female,6,45,262
6119,Animal_6119,2018-10-05,Male,437,362,489
6120,Animal_6120,2013-06-04,Female,153,146,388
6121,Animal_6121,2023-04-29,Male,30,195,97
6122,Animal_6122,2013-01-09,Male,251,346,353
6123,Animal_6123,2022-10-08,Male,214,404,382
6124,Animal_6124,2018-08-31,Female,11,171,15
6125,Animal_6125,2023-10-30,Male,164,366,436
6126,Animal_6126,2023-11-13,Male,398,290,115
6127,Animal_6127,2014-10-09,Female,426,476,147
6128,Animal_6128,2020-11-08,Female,182,230,8
6129,Animal_6129,2020-07-03,Male,95,113,46
6130,Animal_6130,2024-05-22,Male,125,37,189
6131,Animal_6131,2015-12-25,Male,193,253,287
6132,Animal_6132,2019-11-26,Male,152,22,124
6133,Animal_6133,2013-02-22,Female,16,308,20
6134,Animal_6134,2020-07-26,Female,85,399,180
6135,Animal_6135,2011-11-13,Male,295,1,276
6136,Animal_6136,2020-10-16,Male,500,95,371
6137,Animal_6137,2024-03-27,Male,386,50,187
6138,Animal_6138,2022-12-01,Male,464,484,243
6139,Animal_6139,2013-04-22,Male,172,283,381
6140,Animal_6140,2019-06-16,Female,170,198,336
6141,Animal_6141,2022-09-22,Male,402,255,167
6142,Animal_6142,2010-03-02,Male,266,448,173
6143,Animal_6143,2016-05-17,Male,369,341,224
6144,Animal_6144,2010-11-18,Male,487,112,179
6145,Animal_6145,2011-09-20,Female,216,62,360
6146,Animal_6146,2015-10-04,Female,421,141,295
6147,Animal_6147,2010-12-11,Female,201,144,478
6148,Animal_6148,2010-10-12,Male,10,363,207
6149,Animal_6149,2014-01-13,Male,404,73,418
6150,Animal_6150,2010-04-12,Male,221,294,446
6151,Animal_6151,2023-12-07,Female,41,487,170
6152,Animal_6152,2010-07-02,Male,440,195,71
6153,Animal_6153,2012-07-27,Female,295,135,432
6154,Animal_6154,2015-06-12,Female,141,450,414
6155,Animal_6155,2016-05-01,Female,212,298,270
6156,Animal_6156,2018-09-06,Female,266,264,95
6157,Animal_6157,2013-03-21,Female,39,126,199
6158,Animal_6158,2020-06-12,Female,433,464,97
6159,Animal_6159,2011-12-12,Female,345,445,121
6160,Animal_6160,2023-09-02,Female,479,196,188
6161,Animal_6161,2017-11-23,Female,240,425,41
6162,Animal_6162,2011-02-25,Female,256,47,154
6163,Animal_6163,2016-09-27,Male,118,433,150
6164,Animal_6164,2021-08-30,Male,287,301,240
6165,Animal_6165,2020-01-04,Male,247,184,306
6166,Animal_6166,2022-06-18,Female,186,168,178
6167,Animal_6167,2022-08-29,Male,13,312,393
6168,Animal_6168,2016-06-17,Female,212,439,226
6169,Animal_6169,2012-10-03,Female,452,488,225
6170,Animal_6170,2020-05-09,Female,65,219,484
6171,Animal_6171,2022-07-01,Female,221,320,289
6172,Animal_6172,2023-05-31,Male,184,346,264
6173,Animal_6173,2019-04-07,Female,22,74,500
6174,Animal_6174,2019-07-01,Female,79,241,123
6175,Animal_6175,2023-06-18,Male,485,179,498
6176,Animal_6176,2010-06-20,Female,384,153,242
6177,Animal_6177,2023-05-04,Male,118,430,174
6178,Animal_6178,2020-07-06,Male,349,215,270
6179,Animal_6179,2011-08-09,Female,116,170,125
6180,Animal_6180,2021-06-24,Male,427,290,125
6181,Animal_6181,2019-01-19,Male,22,380,189
6182,Animal_6182,2023-03-19,Male,49,377,109
6183,Animal_6183,2011-04-15,Male,233,215,375
6184,Animal_6184,2012-11-27,Male,403,91,500
6185,Animal_6185,2018-03-17,Male,132,107,184
6186,Animal_6186,2012-07-02,Female,188,462,198
6187,Animal_6187,2013-12-02,Male,295,97,437
6188,Animal_6188,2010-01-19,Female,231,281,324
6189,Animal_6189,2012-06-15,Female,476,143,358
6190,Animal_6190,2015-12-27,Male,187,390,308
6191,Animal_6191,2017-04-28,Female,321,407,331
6192,Animal_6192,2020-05-19,Male,101,357,481
6193,Animal_6193,2018-09-20,Male,43,294,14
6194,Animal_6194,2024-10-03,Male,40,250,20
6195,Animal_6195,2018-03-05,Female,229,485,464
6196,Animal_6196,2020-10-01,Male,256,437,45
6197,Animal_6197,2017-07-09,Male,435,262,140
6198,Animal_6198,2020-03-31,Male,388,485,61
6199,Animal_6199,2023-08-03,Male,15,237,2
6200,Animal_6200,2018-04-28,Male,315,218,81
6201,Animal_6201,2014-03-20,Female,300,4,349
6202,Animal_6202,2023-07-27,Male,83,57,356
6203,Animal_6203,2017-04-20,Male,308,36,394
6204,Animal_6204,2010-04-10,Male,383,198,388
6205,Animal_6205,2018-03-26,Female,220,296,333
6206,Animal_6206,2014-04-13,Female,474,425,135
6207,Animal_6207,2012-11-17,Male,54,276,406
6208,Animal_6208,2021-12-06,Male,292,157,433
6209,Animal_6209,2017-10-20,Female,468,346,470
6210,Animal_6210,2015-03-21,Female,141,336,345
6211,Animal_6211,2012-04-09,Male,3,391,91
6212,Animal_6212,2021-12-11,Male,240,289,324
6213,Animal_6213,2018-02-02,Male,52,121,108
6214,Animal_6214,2019-05-30,Male,319,469,441
6215,Animal_6215,2022-10-30,Female,435,63,66
6216,Animal_6216,2010-01-11,Female,486,454,325
6217,Animal_6217,2010-01-20,Female,432,54,256
6218,Animal_6218,2024-02-24,Female,140,457,386
